time,test_0,test_1,test_2,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,test_11,test_12,test_13,test_14
1056,0.8121100865246316,0.7760318873370997,0.745115424645692,0.7829893840034542,0.8137975490711581,0.7642665937119565,0.7724658537938301,0.7682498896667165,0.7703954042704185,0.7673588748760304,0.7475561471639746,0.745722124672663,0.7606519732377747,0.8017741925372476,0.8140348322863706
1128,0.8008284483116591,0.7634701722806354,0.7320773717385745,0.7712236897742074,0.8032836781641417,0.7520299551098685,0.7600705883100314,0.7560263636371168,0.757709961986378,0.7544070159246258,0.7350157389630088,0.7324246515402554,0.7477041322756782,0.7901349899780507,0.8035209613793542
1176,0.7934731526621582,0.7553153572946958,0.72362054589249,0.7635622046551969,0.7964209260796112,0.7440778678030053,0.7520058871137072,0.7480809254142853,0.7494743425026497,0.745997991812508,0.7268720363894372,0.7237942931848304,0.7392987298978831,0.7825506691372018,0.7966582092948238
1224,0.7862468384585958,0.7473302294008821,0.7153453810247403,0.7560423313614276,0.7896721211521746,0.7362849039773235,0.7440956999942424,0.740293094723676,0.7414098401702819,0.7377635925913049,0.7188957802598492,0.7153457025130298,0.7310686152331208,0.7751026170650404,0.7899094043673871
1296,0.7756425448907585,0.7356598573949389,0.703261541421494,0.7450203383237468,0.7797566837259986,0.7248840729158537,0.7325118281628161,0.7288973859244734,0.7296232065597128,0.7257288748397698,0.707234905154181,0.7030028239223854,0.7190414158146129,0.7641790041831882,0.7799939669412111
1344,0.7687254774145065,0.728077542210341,0.6954174061581067,0.7378392301126802,0.7732811084043869,0.7174696730703903,0.7249714438323128,0.7214848426186716,0.7219653085449332,0.7179101766750868,0.6996566164931938,0.69498723778871,0.711228367408211,0.7570576599727321,0.7735183916195995
1392,0.7619270156790963,0.7206482336343351,0.6877368929996049,0.7307877563860335,0.7669103649953408,0.7101993778576191,0.7175725973411078,0.7142152734181924,0.7144619895451616,0.7102497670007922,0.6922296617230116,0.6871366111978706,0.7035740530134433,0.7500615975325085,0.7671476482105534
1464,0.7519456009892438,0.7097815828618713,0.6765125285065904,0.7204465879306458,0.7575454902547869,0.6995554698906793,0.7067320309542899,0.7035705305214636,0.7034873079839397,0.6990464291045576,0.6813636937293609,0.6756601173690564,0.6923805863282452,0.7397959124360168,0.7577827734699994
1512,0.745431556282436,0.7027158914172332,0.6692205644854217,0.7137052998305438,0.7514263011215655,0.692628329644289,0.6996718104997636,0.6966416698648685,0.696351598222323,0.6917629280792569,0.6742967338812389,0.6682023923394701,0.6851040875991943,0.7331001848043432,0.751663584336778
1560,0.7390266277202662,0.6957884811711837,0.6620762366532147,0.7070827550993415,0.7454037022253615,0.6858319483090126,0.6927411803347983,0.689842723749732,0.6893557731527388,0.684623007941944,0.6673668039703037,0.6608943622203047,0.677971460950983,0.7265196348951144,0.745640985440574
1632,0.7296182642546639,0.6856481915115716,0.6516273747911799,0.6973652213670775,0.7365461032757492,0.6758748580839895,0.6825811999129643,0.6798803499956295,0.6791158570661234,0.6741738144161034,0.6572206048556752,0.6502041080504188,0.6675336770449362,0.7168588305317938,0.7367833864909618
1680,0.7234751116923259,0.6790498017857591,0.6448339991386813,0.6910269499578434,0.7307554678548084,0.6693901834942135,0.6759606524103006,0.6733912849562531,0.6724530328661978,0.6673759925233537,0.6506169872099363,0.6432527422477663,0.6607437285527475,0.7105544664210169,0.7309927510700209
1728,0.7174324416617136,0.672576692901516,0.6381741220185398,0.684797568403472,0.7250539742348124,0.6630244163801395,0.6694588046463106,0.6670204983995406,0.6659170601731473,0.6607085853474965,0.6441377161341894,0.6364373310425451,0.6540843753000747,0.7043560587840333,0.725291257450025
1800,0.7085517898113264,0.6630944639223484,0.6284264921795005,0.6756519205800634,0.716664528835215,0.6536918845971557,0.659922225175613,0.6576793694482814,0.6563434429444617,0.6509443836911125,0.6346446559176147,0.6264611574467303,0.6443325378354128,0.6952517134399877,0.7169018120504276
